player_id,player_name,position,age,club,season,goals_p90,xg_p90,assists_p90,xa_p90,shots_p90,key_passes_p90,pass_accuracy_pct,dribbles_p90,tackles_interceptions_p90,clearances_p90,progressive_passes_p90
381,Thiago Alcântara,Midfielder,36,Liverpool,2024-2025,0.24,0.19,0.2,0.07,1.61,,85.8,2.39,2.7,0.73,9.79
382,João Cancelo,Defender,30,Man City,2021-2022,0.15,0.04,0.06,0.07,0.51,0.98,75.9,0.23,3.13,5.64,6.89
383,Darwin Núñez,Forward,26,Liverpool,2022-2023,0.94,0.41,0.34,0.22,0.79,0.8,82.1,1.33,0.86,0.33,2.63
384,Elliot Anderson,Midfielder,26,Nottingham Forest,2025-2026,0.3,0.29,0.29,0.37,1.67,2.2,85.3,2.97,2.34,1.35,8.66
385,Mario Lemina,Midfielder,34,Wolves,2023-2024,0.15,0.22,0.42,0.13,1.12,3.16,87.0,1.27,4.14,1.56,7.96
386,Folarin Balogun,Forward,25,Arsenal,2023-2024,0.66,0.67,0.23,0.09,2.06,0.63,83.3,1.63,0.94,0.79,3.95
387,Kobbie Mainoo,Midfielder,20,Man United,2022-2023,0.2,0.25,,0.29,0.98,1.64,89.4,0.51,3.48,0.74,6.1
388,Jan Paul van Hecke,Defender,25,Brighton,2022-2023,0.08,0.0,0.14,0.07,0.79,0.43,83.1,0.79,3.91,4.4,5.49
389,Mason Mount,Midfielder,28,Man United,2024-2025,0.24,0.26,0.2,0.15,1.43,2.78,92.4,1.71,1.21,1.54,6.67
390,Alexander Isak,Forward,25,Newcastle,2021-2022,0.13,0.17,0.12,0.08,3.48,0.75,70.9,2.83,0.81,0.73,1.79
391,Martin Ødegaard,Midfielder,29,Arsenal,2025-2026,0.35,0.17,0.21,0.19,2.43,3.16,85.6,1.59,3.06,1.79,9.43
392,Kieran Tierney,Defender,31,Arsenal,2025-2026,0.16,0.14,0.13,0.09,0.47,0.68,77.3,0.38,2.92,2.88,6.49
393,Cody Gakpo,Winger,29,Liverpool,2025-2026,0.42,0.39,,0.29,2.56,1.93,92.0,1.97,0.24,0.76,6.24
394,Illia Zabarnyi,Defender,26,Bournemouth,2024-2025,0.2,0.09,0.06,0.18,0.43,1.19,76.7,0.27,5.16,2.36,4.39
395,Sergio Agüero,Forward,38,Man City,2023-2024,0.47,0.28,0.19,,3.6,0.3,81.0,3.26,1.01,0.94,3.79
396,Haji Wright,Forward,27,Leeds United,2022-2023,0.8,0.81,0.16,0.12,3.72,0.51,77.4,1.9,1.33,0.78,3.98
397,Andros Townsend,Winger,36,Everton,2024-2025,0.57,0.26,0.36,0.37,3.69,0.85,77.9,2.96,1.03,0.42,9.12
398,Simon Adingra,Winger,23,Brighton,2022-2023,0.52,0.39,0.3,0.2,1.9,2.46,78.4,4.71,1.51,0.4,6.37
399,Cristian Romero,Defender,27,Tottenham,2022-2023,0.16,0.03,0.09,0.0,0.49,0.85,79.9,0.89,4.2,4.94,6.33
400,Connor Roberts,Defender,31,Burnley,2023-2024,0.09,0.16,0.09,0.09,1.05,1.14,85.9,0.94,4.42,2.72,3.24
401,Moisés Caicedo,Midfielder,23,Brighton,2021-2022,0.1,0.09,0.03,0.18,0.2,1.29,89.0,2.07,3.14,0.72,7.41
402,Pape Matar Sarr,Midfielder,24,Tottenham,2023-2024,0.25,0.19,0.29,0.23,1.81,2.06,85.4,1.75,2.96,1.19,9.85
403,Darwin Núñez,Forward,27,Liverpool,2023-2024,0.39,0.35,0.09,0.31,1.7,1.04,80.7,1.61,0.82,0.3,3.23
404,Boubacar Kamara,Midfielder,28,Aston Villa,2024-2025,0.24,0.25,0.29,0.27,0.39,2.04,91.5,1.26,3.73,2.02,10.05
405,Callum Wilson,Forward,33,Newcastle,2022-2023,0.64,0.64,0.28,0.08,1.51,1.93,74.1,1.2,0.81,0.98,4.96
406,Richarlison,Winger,28,Tottenham,2022-2023,0.36,0.3,0.24,0.33,,2.27,82.0,2.83,0.94,0.19,5.94
407,Kobbie Mainoo,Midfielder,23,Man United,2025-2026,0.25,0.27,0.16,0.24,0.83,2.35,88.6,1.56,2.57,1.55,7.4
408,Youri Tielemans,Midfielder,31,Aston Villa,2025-2026,0.18,0.16,0.46,0.4,0.27,1.13,90.4,1.48,3.23,1.36,8.68
409,Yoane Wissa,Forward,28,Brentford,2021-2022,0.66,0.61,0.07,0.04,4.35,1.37,74.3,2.89,0.95,1.17,3.58
410,Cole Palmer,Winger,22,Man City,2021-2022,0.2,0.46,0.34,0.16,2.27,1.47,73.8,4.03,2.15,0.18,5.84
411,Michael Olise,Winger,26,Crystal Palace,2024-2025,0.36,0.28,0.38,0.31,1.34,1.73,85.0,2.86,2.42,0.81,7.6
412,João Pedro,Forward,26,Brighton,2023-2024,0.88,0.42,0.14,0.2,3.45,0.75,76.4,1.86,0.44,1.27,5.3
413,Evan Ferguson,Forward,20,Brighton,2021-2022,0.51,0.28,0.06,0.23,4.42,1.16,83.0,2.05,0.64,0.84,5.35
414,Takumi Minamino,Winger,31,Liverpool,2023-2024,0.37,0.4,0.37,0.34,1.44,2.2,80.9,4.24,1.12,0.62,5.66
415,Rodrigo Bentancur,Midfielder,31,Tottenham,2025-2026,0.39,0.13,0.34,0.22,0.78,1.46,96.0,1.66,0.85,1.04,
416,Nikola Milenković,Defender,30,Nottingham Forest,2024-2025,0.16,0.12,0.05,0.09,0.59,1.14,88.1,0.99,2.25,5.48,5.57
417,Pedro Porro,Defender,29,Tottenham,2025-2026,,0.13,0.07,0.09,0.49,0.29,88.5,1.37,4.04,5.73,6.71
418,Christian Pulisic,Winger,27,Chelsea,2022-2023,0.3,0.26,0.16,0.29,2.48,2.22,70.9,3.44,0.2,0.15,3.44
419,Bernardo Silva,Winger,31,Man City,2022-2023,0.38,0.45,0.26,0.33,2.01,2.29,85.6,,1.43,0.72,5.87
420,Cristian Romero,Defender,28,Tottenham,2023-2024,0.16,0.09,0.07,0.03,0.41,0.67,90.7,0.82,4.11,5.8,5.73
421,Hwang Hee-chan,Forward,30,Wolves,2024-2025,0.94,0.57,0.27,0.15,2.81,0.74,78.1,0.53,0.39,1.27,2.45
422,Lucas Paquetá,Midfielder,31,West Ham,2025-2026,0.17,0.25,0.14,0.23,1.89,2.63,85.6,1.79,3.17,2.01,8.14
423,Mateo Kovačić,Midfielder,32,Chelsea,2021-2022,0.16,0.1,0.26,0.1,0.91,3.24,83.4,0.97,3.23,1.79,8.79
424,Mohamed Salah,Forward,32,Liverpool,2021-2022,0.12,0.24,0.2,0.22,3.35,1.14,76.5,0.77,0.61,0.52,4.77
425,Destiny Udogie,Defender,24,Tottenham,2024-2025,0.16,0.14,0.07,0.19,0.12,0.05,90.2,0.21,6.2,5.05,4.4
426,Bryan Mbeumo,Forward,29,Brentford,2025-2026,0.35,0.93,0.27,0.09,3.28,1.66,84.0,1.17,0.56,1.33,5.28
427,Sandro Tonali,Midfielder,25,Newcastle,2022-2023,0.2,0.23,0.22,0.14,1.15,2.28,85.0,1.14,2.69,1.97,8.32
428,Yankuba Minteh,Winger,24,Brighton,2024-2025,0.36,0.26,0.17,0.29,3.42,2.36,81.7,2.83,1.69,1.11,6.21
429,Josh Cullen,Midfielder,28,Burnley,2021-2022,0.08,0.11,0.43,,0.59,3.43,85.2,1.2,3.63,0.9,10.79
430,Marcus Rashford,Forward,31,Man United,2024-2025,0.84,0.24,0.29,0.19,2.93,0.81,75.6,3.09,,0.0,5.26
431,Erling Haaland,Forward,27,Man City,2025-2026,0.61,0.72,0.12,0.14,4.45,1.04,82.1,1.77,0.32,1.05,5.05
432,Sandro Tonali,Midfielder,27,Newcastle,2024-2025,0.34,0.08,0.2,0.34,1.09,2.26,87.3,0.94,0.81,1.38,7.05
433,Zeki Amdouni,Forward,26,Burnley,2023-2024,1.15,0.65,0.18,0.26,1.74,1.59,86.6,2.71,0.78,1.27,2.33
434,Diogo Dalot,Defender,27,Man United,2023-2024,0.07,0.14,0.01,0.06,,0.75,80.5,0.33,3.11,4.61,3.87
435,Levi Colwill,Defender,24,Chelsea,2025-2026,0.23,0.17,0.01,0.1,0.63,0.11,81.1,0.91,3.1,5.62,4.21
436,Anthony Gordon,Winger,22,Everton,2021-2022,0.41,0.32,0.17,0.21,1.66,1.96,,,1.45,0.44,3.81
437,Alexander Isak,Forward,28,Newcastle,2023-2024,1.19,0.44,0.17,0.07,3.72,1.34,86.6,2.12,0.7,1.24,4.91
438,Micky van de Ven,Defender,23,Tottenham,2021-2022,0.12,0.05,0.07,0.03,0.35,0.62,85.8,0.92,3.4,6.29,4.12
439,Mateo Kovačić,Midfielder,32,Man City,2023-2024,,0.23,0.19,0.13,0.66,2.55,84.8,1.24,3.14,0.49,8.71
440,Moussa Diaby,Winger,26,Aston Villa,2022-2023,0.58,0.34,0.37,0.25,1.4,3.11,79.9,4.32,2.17,0.95,5.55
441,Matheus Cunha,Forward,27,Wolves,2023-2024,0.64,0.85,0.11,0.11,5.59,1.68,68.8,1.78,1.25,1.04,2.79
442,Jamie Vardy,Forward,37,Leicester,2021-2022,0.28,0.51,0.22,0.09,3.34,1.23,72.3,2.05,1.12,1.13,
443,Thiago Alcântara,Midfielder,34,Liverpool,2022-2023,0.4,0.12,0.12,0.12,1.55,1.85,87.6,3.31,2.72,1.67,6.96
444,Wilfried Gnonto,Winger,25,Leeds United,2025-2026,0.4,0.34,0.25,0.28,2.32,2.0,81.0,2.8,1.7,1.18,5.12
445,Beto,Forward,26,Everton,2022-2023,0.22,0.61,0.28,0.37,3.95,0.97,86.1,1.2,1.07,0.61,4.34
446,Kaoru Mitoma,Winger,29,Brighton,2023-2024,0.33,0.18,0.29,0.17,1.52,1.37,86.3,3.05,1.17,0.0,4.28
447,Harry Kane,Forward,34,Tottenham,2025-2026,0.62,0.58,0.16,0.03,2.69,2.3,75.5,1.91,0.71,1.14,5.25
448,Hwang Hee-chan,Forward,28,Wolves,2021-2022,0.36,0.29,0.23,0.14,3.84,1.44,77.6,1.21,0.29,0.52,4.53
449,Trent Alexander-Arnold,Defender,28,Liverpool,2023-2024,0.17,0.13,0.17,0.06,0.67,0.46,85.2,0.37,5.2,2.77,
450,Cody Gakpo,Winger,27,Liverpool,2023-2024,0.49,0.23,0.35,0.03,3.43,2.37,79.9,2.64,0.43,0.53,6.32
451,Casemiro,Midfielder,33,Man United,2022-2023,0.22,0.18,0.18,0.31,1.37,1.41,79.4,2.1,2.2,1.04,7.77
452,Simon Adingra,Winger,24,Brighton,2023-2024,0.27,0.3,0.17,0.22,2.27,1.84,83.6,4.75,0.78,0.54,5.39
453,Andrew Robertson,Defender,31,Liverpool,2021-2022,0.1,0.04,0.03,0.0,0.38,0.63,79.1,0.55,4.28,4.23,3.59
454,Mario Lemina,Midfielder,35,Wolves,2024-2025,0.26,0.23,0.11,0.14,1.45,3.82,83.6,1.56,3.14,1.0,10.11
455,John Stones,Defender,31,Man City,2022-2023,0.16,0.01,,0.12,0.49,1.01,87.2,0.29,3.98,3.76,3.23
456,Jacob Murphy,Winger,29,Newcastle,2021-2022,0.28,0.12,0.17,0.16,1.86,1.98,81.0,4.6,0.7,0.9,4.68
457,Ilkay Gündogan,Midfielder,35,Man City,2022-2023,0.22,0.12,0.16,,1.31,1.64,89.2,0.99,2.64,1.87,7.05
458,Andy Robertson,Defender,31,Liverpool,2022-2023,0.1,0.01,0.12,0.04,0.28,1.19,92.8,0.67,3.71,2.21,4.41
459,Edinson Cavani,Forward,38,Man United,2022-2023,0.76,0.31,0.07,0.16,3.23,1.02,88.4,1.57,0.73,0.75,
460,Bukayo Saka,Winger,28,Arsenal,2025-2026,0.22,0.27,0.36,0.31,3.78,1.57,90.0,5.15,0.9,0.82,6.41
461,James Ward-Prowse,Midfielder,32,West Ham,2023-2024,0.24,0.16,0.26,0.28,1.09,4.07,83.9,2.06,2.56,1.84,10.22
462,Kalvin Phillips,Midfielder,32,West Ham,2024-2025,0.24,0.28,0.13,0.15,2.34,2.51,85.1,1.66,3.14,1.07,8.1
463,Emile Smith Rowe,Winger,23,Arsenal,2022-2023,0.4,0.12,0.11,0.33,2.38,0.73,75.5,3.35,0.95,1.11,7.35
464,Pedro Neto,Winger,27,Chelsea,2024-2025,0.56,0.14,0.31,0.29,2.57,1.89,80.1,4.34,0.53,0.39,5.64
465,Haji Wright,Forward,27,Leeds United,2021-2022,0.52,0.57,0.27,0.06,2.9,0.96,74.7,3.04,1.06,0.2,4.6
466,Michael Olise,Winger,23,Crystal Palace,2021-2022,0.18,0.21,0.14,,2.42,1.58,81.0,3.1,1.09,0.78,6.14
467,Luke Shaw,Defender,32,Man United,2023-2024,0.13,0.08,0.1,0.03,0.25,0.37,72.0,0.28,4.52,4.21,4.94
468,Mohamed Salah,Forward,35,Liverpool,2024-2025,1.0,0.43,0.2,0.25,2.58,0.97,74.1,1.25,0.2,1.12,4.23
469,Roberto Firmino,Forward,35,Liverpool,2023-2024,0.6,0.59,0.05,0.29,2.55,1.89,70.5,2.45,0.84,0.7,4.09
470,Oliver Skipp,Midfielder,26,Tottenham,2023-2024,0.24,0.23,0.28,0.25,1.19,1.75,85.9,2.48,2.52,1.0,7.47
471,Jorginho,Midfielder,34,Arsenal,2022-2023,0.15,0.12,0.37,0.18,0.72,2.72,92.8,2.33,2.26,1.53,7.57
472,N'Golo Kanté,Midfielder,33,Chelsea,2021-2022,0.19,0.12,0.29,0.23,0.41,1.74,85.4,0.87,3.28,1.97,9.69
473,Conor Gallagher,Midfielder,26,Chelsea,2024-2025,0.28,0.18,0.04,0.16,0.86,2.03,91.4,1.36,1.15,2.03,6.83
474,Pascal Groß,Midfielder,34,Brighton,2022-2023,0.2,0.02,0.35,0.24,1.22,2.21,88.9,1.88,2.8,1.56,8.98
475,Andros Townsend,Winger,35,Everton,2023-2024,0.16,0.14,0.45,0.35,3.39,1.83,76.7,3.11,2.57,1.17,6.24
476,Carlos Vinícius,Forward,32,Fulham,2024-2025,0.52,0.57,0.1,0.19,2.1,1.66,83.6,,1.31,1.35,6.16
477,Eric Dier,Defender,30,Tottenham,2021-2022,0.09,0.04,0.06,0.05,0.32,1.27,82.4,1.03,5.72,5.7,3.9
478,Idrissa Gueye,Midfielder,38,Everton,2024-2025,0.26,0.22,0.34,0.05,1.27,2.46,81.3,1.51,4.09,1.7,6.19
479,Timo Werner,Winger,29,Tottenham,2022-2023,0.32,0.56,0.21,0.38,2.57,2.09,87.9,3.42,0.71,0.33,6.87
480,Neal Maupay,Forward,29,Everton,2022-2023,0.24,0.18,0.12,0.09,2.05,1.11,75.0,1.36,1.97,1.17,4.64
481,Lewis Hall,Defender,20,Newcastle,2021-2022,0.02,0.14,0.07,0.08,0.77,0.72,92.5,0.38,4.39,3.61,2.65
482,Yankuba Minteh,Winger,20,Brighton,2021-2022,0.27,0.31,0.32,0.33,3.81,1.89,76.4,1.96,0.83,0.59,7.69
483,Demarai Gray,Winger,30,Everton,2023-2024,0.25,0.48,0.3,0.29,2.97,2.0,74.4,3.13,0.9,0.6,5.88
484,Liam Delap,Forward,23,Chelsea,2022-2023,0.6,0.64,0.14,0.16,3.39,0.91,82.6,1.45,0.99,1.17,4.93
485,Will Hughes,Midfielder,32,Crystal Palace,2024-2025,0.26,0.28,0.25,0.29,,2.53,88.0,2.12,2.76,1.37,12.49
486,Harry Maguire,Defender,33,Man United,2023-2024,0.16,0.18,0.09,0.11,0.27,0.89,84.2,0.27,4.44,6.21,6.43
487,Declan Rice,Midfielder,29,Arsenal,2024-2025,0.38,0.17,0.13,0.36,1.94,3.2,82.2,1.08,3.24,2.15,8.05
488,Michael Olise,Winger,25,Crystal Palace,2023-2024,0.28,0.25,0.3,0.22,2.44,2.01,75.3,4.11,1.15,0.76,3.69
489,Pascal Struijk,Defender,29,Leeds United,2025-2026,0.2,0.12,0.09,0.23,0.58,0.4,87.5,0.9,4.35,4.47,4.65
490,Erling Haaland,Forward,25,Man City,2022-2023,0.78,0.69,0.23,0.13,2.96,1.02,85.8,2.71,0.69,0.49,4.25
491,João Gomes,Midfielder,24,Wolves,2021-2022,0.2,0.09,0.3,0.35,1.86,2.44,83.4,2.02,3.11,1.65,8.64
492,Emile Smith Rowe,Winger,28,Arsenal,2024-2025,0.56,0.25,0.55,0.21,2.02,2.12,81.7,4.55,1.93,0.51,3.12
493,Danny Ings,Forward,36,West Ham,2025-2026,0.31,0.61,0.33,0.05,3.33,1.16,84.1,1.21,1.04,0.72,3.94
494,Murillo,Defender,25,Nottingham Forest,2024-2025,0.2,0.09,0.02,0.09,1.09,0.05,87.0,0.64,2.76,2.03,6.06
495,Virgil van Dijk,Defender,33,Liverpool,2021-2022,0.03,0.02,0.08,0.06,,0.94,88.8,0.63,5.68,3.13,4.23
496,Cody Gakpo,Winger,26,Liverpool,2022-2023,0.3,0.22,0.16,0.32,1.37,2.47,88.1,2.99,0.8,0.29,6.21
497,Callum Hudson-Odoi,Midfielder,25,Nottingham Forest,2022-2023,0.1,0.21,0.03,0.21,1.23,4.42,88.8,1.48,1.13,0.59,6.49
498,Pierre-Emile Højbjerg,Midfielder,31,Tottenham,2024-2025,0.24,0.2,0.29,0.25,1.26,1.02,90.3,1.68,1.21,0.47,8.37
499,Kevin De Bruyne,Midfielder,38,Man City,2024-2025,0.44,0.29,0.25,0.27,0.5,1.29,90.1,1.41,2.68,1.59,2.62
500,James Milner,Midfielder,38,Brighton,2024-2025,,0.21,0.19,0.2,1.04,2.65,84.5,1.5,3.88,0.95,5.76
501,Neal Maupay,Forward,32,Everton,2025-2026,0.72,0.52,0.13,0.09,3.19,1.18,71.7,1.33,0.72,0.83,5.29
502,Liam Delap,Forward,23,Chelsea,2024-2025,0.78,0.72,0.04,0.2,3.46,0.81,85.3,2.29,0.23,0.84,3.83
503,Nicolas Jackson,Forward,27,Chelsea,2025-2026,0.49,0.33,0.0,0.28,3.81,,75.4,1.29,1.08,0.51,3.51
504,Eddie Nketiah,Forward,28,Arsenal,2024-2025,0.45,0.36,0.09,0.14,2.92,0.6,83.3,2.36,1.22,0.65,2.15
505,Diego Costa,Forward,36,Wolves,2021-2022,0.5,0.54,0.33,0.23,3.06,1.19,73.0,1.79,0.78,0.83,2.51
506,Kai Havertz,Forward,29,Arsenal,2025-2026,0.53,0.57,0.16,0.16,3.46,1.13,78.4,0.85,0.67,0.19,
507,Phil Foden,Winger,24,Man City,2021-2022,0.42,0.46,0.29,0.42,1.43,0.98,79.8,3.55,1.18,0.0,4.87
508,John Stones,Defender,34,Man City,2025-2026,0.22,0.16,0.12,0.0,1.32,1.02,90.0,0.51,5.42,5.48,4.38
509,Jean-Philippe Mateta,Forward,27,Crystal Palace,2021-2022,0.38,0.32,0.1,0.15,3.51,1.34,82.1,1.81,1.48,0.59,6.76
510,Harvey Barnes,Winger,29,Newcastle,2024-2025,0.52,0.23,0.18,0.26,2.67,2.07,76.4,3.05,0.22,1.01,5.91
511,Diego Costa,Forward,36,Wolves,2022-2023,0.86,0.22,0.2,0.01,3.54,1.24,85.3,2.6,0.93,0.44,3.44
512,Rúben Dias,Defender,27,Man City,2021-2022,0.03,0.0,0.0,0.07,1.13,1.28,81.7,0.39,4.67,3.3,4.92
513,Noni Madueke,Winger,25,Chelsea,2024-2025,0.44,0.38,0.23,0.27,3.61,,70.3,5.52,1.68,0.77,7.44
514,Fabian Schär,Defender,33,Newcastle,2021-2022,0.07,0.08,0.05,0.1,0.52,0.96,87.1,0.27,5.29,3.86,5.63
515,Habib Diarra,Midfielder,25,Sunderland,2025-2026,0.3,0.26,0.25,0.16,1.4,2.24,84.3,1.51,3.27,1.36,5.41
516,Andros Townsend,Winger,37,Everton,2025-2026,0.49,0.24,0.01,0.47,1.92,1.9,78.7,3.88,0.88,0.42,4.36
517,Divin Mubama,Forward,23,Man City,2024-2025,0.92,0.17,0.05,0.18,4.05,0.53,74.9,2.9,1.84,0.03,4.51
518,Joe Gomez,Defender,27,Liverpool,2022-2023,0.02,0.09,0.06,0.02,0.74,0.05,78.7,0.4,3.42,4.48,7.07
519,James Tarkowski,Defender,35,Everton,2024-2025,0.2,0.1,0.1,0.18,0.5,0.35,86.5,1.12,4.5,1.93,3.74
520,Matheus Cunha,Forward,26,Wolves,2022-2023,0.76,0.31,0.25,0.35,3.65,0.34,83.1,2.2,0.32,0.85,3.35
521,Lucas Paquetá,Midfielder,28,West Ham,2021-2022,0.35,0.2,0.3,0.27,1.83,2.93,87.1,1.66,2.75,0.82,6.99
522,Sven Botman,Defender,27,Newcastle,2024-2025,0.2,0.09,0.0,0.03,0.5,1.03,83.2,0.83,4.56,7.55,4.91
523,Leandro Trossard,Winger,32,Arsenal,2023-2024,0.48,0.02,0.15,0.4,1.95,2.24,71.7,2.22,1.12,0.81,5.46
524,Luis Díaz,Winger,28,Liverpool,2023-2024,0.41,0.25,0.34,0.37,3.01,1.48,80.5,4.45,1.0,0.47,4.24
525,Ryan Gravenberch,Midfielder,23,Liverpool,2022-2023,0.2,0.21,0.39,0.07,1.75,2.01,88.2,1.41,2.91,1.54,10.93
526,Harvey Elliott,Winger,21,Liverpool,2021-2022,0.25,0.21,0.18,0.26,1.82,2.16,79.8,2.98,,0.43,6.13
527,Carlos Baleba,Midfielder,24,Brighton,2025-2026,0.41,0.17,0.25,0.22,1.75,1.97,88.8,1.42,2.48,1.91,9.34
528,Will Hughes,Midfielder,31,Crystal Palace,2023-2024,0.21,0.17,0.23,,1.85,2.99,95.7,1.8,2.59,1.17,10.53
529,Fabinho,Midfielder,33,Liverpool,2023-2024,0.16,0.21,0.18,0.31,0.72,1.54,85.6,1.77,3.06,0.68,7.13
530,Raphaël Varane,Defender,35,Man United,2025-2026,0.25,0.16,0.19,0.12,0.69,0.65,86.1,0.74,5.15,3.46,3.08
531,Matheus Cunha,Forward,29,Wolves,2025-2026,0.53,0.61,0.21,0.14,2.85,1.13,83.9,2.25,0.81,0.69,3.62
532,Fabian Schär,Defender,38,Newcastle,2025-2026,0.24,0.05,0.15,0.07,,1.08,75.8,0.45,4.06,3.26,6.98
533,James Ward-Prowse,Midfielder,30,West Ham,2022-2023,0.32,0.04,0.08,0.4,1.25,3.01,80.2,1.25,2.47,1.11,8.04
534,Micky van de Ven,Defender,26,Tottenham,2025-2026,0.24,0.15,0.04,0.05,0.5,0.05,90.4,0.73,4.42,4.31,4.82
535,Jhon Durán,Forward,25,Aston Villa,2025-2026,0.71,0.52,0.16,0.07,2.11,1.69,83.7,1.86,0.54,0.79,2.59
536,Max Kilman,Defender,30,West Ham,2024-2025,0.18,0.13,0.15,0.0,0.92,0.75,85.2,0.97,4.01,5.64,5.32
537,Sadio Mané,Winger,37,Liverpool,2025-2026,0.43,0.42,0.37,0.31,2.26,2.53,78.3,1.87,1.13,0.6,6.77
538,Kyle Walker,Defender,38,Man City,2025-2026,0.19,0.11,0.08,0.09,0.37,0.94,87.3,1.04,4.57,4.07,5.58
539,Casemiro,Midfielder,36,Man United,2025-2026,0.26,0.27,0.29,0.32,1.75,1.45,89.3,2.13,4.28,1.46,4.81
540,Rodrigo Muniz,Forward,24,Fulham,2022-2023,0.66,0.67,0.13,0.29,3.15,1.14,72.9,2.76,0.89,1.24,4.92
541,Sandro Tonali,Midfielder,28,Newcastle,2025-2026,0.43,0.28,0.08,0.26,1.26,2.19,83.7,2.17,2.21,0.53,7.42
542,Jorginho,Midfielder,33,Arsenal,2021-2022,0.36,0.15,0.05,0.29,1.59,3.3,88.7,1.52,1.82,1.1,5.97
543,Danny Ings,Forward,36,West Ham,2024-2025,0.74,0.78,0.32,0.15,4.41,0.56,73.6,2.55,0.15,0.8,4.49
544,Eric Dier,Defender,33,Tottenham,2024-2025,0.12,0.18,0.09,0.02,1.21,0.21,81.1,0.87,3.86,4.98,4.73
545,Fabinho,Midfielder,34,Liverpool,2025-2026,0.39,0.24,0.25,0.37,2.78,1.53,91.6,1.51,2.78,1.8,12.31
546,Takumi Minamino,Winger,29,Liverpool,2021-2022,0.41,0.15,0.33,0.28,2.74,2.17,91.0,2.63,0.93,0.41,4.17
547,Reece James,Defender,27,Chelsea,2022-2023,0.06,0.05,0.0,0.04,0.65,0.86,89.9,0.78,5.62,4.45,3.96
548,Sven Botman,Defender,27,Newcastle,2025-2026,0.26,0.1,0.09,0.06,1.02,0.33,87.7,0.31,7.0,5.95,4.98
549,Lucas Moura,Winger,32,Tottenham,2021-2022,0.2,0.29,0.22,0.31,2.63,2.62,77.7,2.96,0.71,0.47,5.57
550,Enzo Fernández,Midfielder,24,Chelsea,2023-2024,0.27,0.18,0.17,0.2,1.4,2.25,82.6,0.94,2.42,0.81,4.85
551,Lucas Paquetá,Midfielder,29,West Ham,2023-2024,0.37,0.25,0.19,0.19,1.06,1.8,84.8,1.52,3.13,0.79,5.23
552,Liam Delap,Forward,22,Chelsea,2021-2022,0.61,0.48,0.16,0.05,2.82,1.03,74.0,1.69,1.06,1.45,3.71
553,Idrissa Gueye,Midfielder,35,Everton,2021-2022,0.1,0.12,0.48,0.38,1.62,2.43,86.5,1.97,1.98,1.07,4.5
554,Demarai Gray,Winger,28,Everton,2021-2022,0.48,0.38,,0.37,3.22,2.83,82.9,3.05,1.27,0.96,3.77
555,Wout Weghorst,Forward,34,Man United,2023-2024,0.61,0.39,0.27,0.26,3.28,2.04,78.4,1.27,0.52,0.39,5.63
556,Daniel James,Winger,31,Leeds United,2025-2026,0.52,0.33,0.3,0.19,2.96,2.41,86.4,4.18,0.94,0.53,6.32
557,Pedro Neto,Winger,25,Chelsea,2022-2023,0.3,0.25,0.34,0.46,2.66,1.73,72.7,3.29,1.26,0.4,7.83
558,Harvey Elliott,Winger,25,Liverpool,2025-2026,0.8,0.27,0.1,0.12,0.5,2.53,80.4,3.9,,0.95,6.01
559,Matheus Cunha,Forward,28,Wolves,2024-2025,1.22,0.54,0.01,0.2,3.22,1.2,77.2,2.92,1.31,1.25,1.43
560,Pape Matar Sarr,Midfielder,22,Tottenham,2021-2022,0.12,0.13,0.3,0.22,,1.91,83.4,,4.2,0.58,6.25
561,Jordan Henderson,Midfielder,38,Liverpool,2025-2026,0.21,0.15,0.24,0.16,0.66,,82.0,2.19,2.2,0.53,10.59
562,Richarlison,Winger,27,Tottenham,2021-2022,0.16,0.34,0.45,0.01,1.84,2.35,79.1,3.53,0.9,0.63,4.77
563,Milos Kerkez,Defender,23,Bournemouth,2023-2024,0.13,0.08,0.02,0.0,0.52,0.47,78.7,0.2,4.79,5.17,1.83
564,Fabian Schär,Defender,34,Newcastle,2022-2023,0.02,0.03,0.09,0.12,0.0,1.2,88.4,0.6,4.52,2.69,5.77
565,Sadio Mané,Winger,33,Liverpool,2022-2023,0.26,0.22,,0.4,3.35,1.51,86.5,3.27,1.42,0.37,7.15
566,Rodrigo Muniz,Forward,24,Fulham,2024-2025,0.8,0.46,0.15,0.15,3.46,0.37,82.2,2.21,1.01,0.92,3.11
567,Bukayo Saka,Winger,26,Arsenal,2024-2025,0.36,0.47,0.41,0.18,3.79,1.43,81.1,1.62,1.43,1.07,6.21
568,Sergio Agüero,Forward,38,Man City,2024-2025,0.68,0.35,0.0,0.08,3.23,1.42,76.4,2.34,1.06,0.65,4.18
569,Adam Wharton,Midfielder,19,Crystal Palace,2022-2023,0.22,0.15,0.21,0.36,1.98,1.06,83.9,1.57,2.52,1.51,10.88
570,Curtis Jones,Midfielder,24,Liverpool,2022-2023,0.02,0.19,0.28,0.25,1.81,2.54,88.8,1.19,1.54,0.1,7.78
571,Yves Bissouma,Midfielder,30,Tottenham,2023-2024,0.25,,0.16,0.21,0.97,2.33,94.0,0.36,1.84,1.86,8.46
572,Ilkay Gündogan,Midfielder,34,Man City,2021-2022,0.22,0.16,0.07,0.35,2.09,1.96,87.6,1.9,3.01,0.92,6.29
